"year","block","trt","drought","totplotcov","ACHY","ACMI","AMRE","ARFR","ARLU","ASDR","BOGR","BRTE","CHAL","CHLE","DACA","FEID","GAAR","HECO","MATA","PASM","POOL","POPE","RACO","SCSC","THFI","ARPU","KOMA","LIPU","POSE","SPCO","SPCR","BOCU","BRIN","ELEL","HEVI","SOTR","TRDU","CAMI","ARPO","TAOF","COAR","SATR","MEOF","VEBR","CADU","AMTO","GRSQ","DESO","EUGL","LIDA","MONU","THAR","unkgrass","unknown dicot","PLPA","BASC","MANE","LEDR","BUDA","SIAL","nativecov.plot","bg.plotmean","lit.plotmean"
"2020","11","ir","1",0.144,0.00347222222222222,0.0954861111111111,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0260416666666667,0,0.00868055555555556,NA,0.0347222222222222,0.15625,0.0173611111111111,0.416666666666667,NA,0.00868055555555556,0.00347222222222222,NA,0,NA,0.182291666666667,NA,NA,0.046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,0.85,NA
"2020","11","r","1",0.38625,NA,NA,NA,0,0.135922330097087,0,NA,NA,NA,NA,0.00647249190938511,NA,0.0679611650485437,0,NA,NA,NA,0,NA,0,0.220064724919094,NA,0,0.00323624595469256,0.00323624595469256,NA,0,0.517799352750809,NA,NA,0.0453074433656958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38625,0.25,NA
"2020","12","dt","0",0.10475,0.0596658711217184,0.0119331742243437,NA,0,0,NA,NA,NA,NA,NA,0.0119331742243437,0,0,NA,0,0.346062052505967,NA,NA,0,NA,0.00954653937947494,0,NA,NA,NA,NA,0.0596658711217184,0.369928400954654,NA,NA,0.13126491646778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10475,0.9,NA
"2020","12","fd","0",0.28175,NA,0.0887311446317657,NA,NA,NA,0,0.0842945874001775,NA,NA,NA,0.0177462289263531,0.0354924578527063,0.190771960958296,0.0221827861579414,NA,NA,NA,0.0133096716947649,0.0842945874001775,NA,0.292812777284827,NA,NA,0.00177462289263532,0.00443655723158829,0,NA,0.159716060337178,NA,0.00443655723158829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28175,0.5,NA
"2020","12","ir","0",0.07175,NA,0.313588850174216,NA,0,NA,0,NA,NA,NA,NA,0.00696864111498258,NA,NA,NA,NA,0,NA,NA,0,0.0696864111498258,0.48780487804878,0,0.0174216027874564,0,0,0,NA,NA,NA,0.0174216027874564,0.0871080139372822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07175,0.9,NA
"2020","12","r","0",0.33125,NA,NA,NA,NA,NA,0,0.0981132075471698,NA,NA,NA,0,0.0377358490566038,0.407547169811321,NA,0,0.0150943396226415,NA,0.0490566037735849,0,0,0.305660377358491,NA,0.0113207547169811,NA,0,0,NA,NA,NA,NA,0.0754716981132075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33125,0.275,NA
"2020","13","dt","0",0.25375,0.0541871921182266,0.00492610837438424,NA,NA,0,0,0.374384236453202,NA,NA,NA,0.0246305418719212,0.137931034482759,0,0.0591133004926108,0,NA,NA,NA,NA,0.00985221674876847,0.251231527093596,NA,0.0788177339901478,0,NA,0.00492610837438424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25375,0.425,NA
"2020","13","fd","0",0.4225,NA,NA,NA,NA,0,0,0.0621301775147929,NA,NA,NA,0.0266272189349112,0.177514792899408,0.236686390532544,NA,0,0.014792899408284,NA,0.100591715976331,NA,0.0177514792899408,0.207100591715976,NA,NA,NA,NA,0.00887573964497041,NA,0.0917159763313609,NA,0,0.0562130177514793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4225,0.15,NA
"2020","13","ir","0",0.369,0.00813008130081301,NA,NA,0,0,NA,0.040650406504065,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.125338753387534,0.128726287262873,0.0203252032520325,0.514905149051491,0,NA,0.002710027100271,NA,NA,0.00677506775067751,0.115176151761518,NA,NA,0.0372628726287263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369,0.325,NA
"2020","13","r","0",0.5775,NA,NA,NA,NA,NA,0.00216450216450216,0.0367965367965368,NA,NA,NA,0.0194805194805195,0.0238095238095238,NA,0.012987012987013,0,NA,NA,0.012987012987013,0.00649350649350649,0,0.865800865800866,NA,NA,0,0.00649350649350649,0,NA,0,NA,NA,0.012987012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5775,0.275,NA
"2020","14","dt","1",0.22625,0.0828729281767956,0.0220994475138122,NA,0.00552486187845304,0.110497237569061,NA,0.303867403314917,NA,NA,NA,NA,NA,0.0276243093922652,NA,0,0.0662983425414365,NA,0.132596685082873,0.0441988950276243,0.00552486187845304,NA,NA,NA,NA,0.00552486187845304,0,NA,0.160220994475138,NA,NA,0.0331491712707182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22625,0.275,NA
"2020","14","fd","1",0.26875,0.027906976744186,0.265116279069767,NA,NA,NA,0,NA,NA,NA,NA,0.0232558139534884,NA,NA,NA,0,0.013953488372093,NA,0.106976744186047,0.134883720930233,0.00465116279069767,0.348837209302326,0,0.0604651162790698,0.013953488372093,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26875,0.475,NA
"2020","14","ir","1",0.20125,0.0248447204968944,NA,NA,0,0.093167701863354,0,0.0559006211180124,NA,NA,NA,NA,0.0372670807453416,0.0434782608695652,NA,0,NA,NA,0.118012422360248,NA,NA,0.434782608695652,NA,NA,NA,NA,0,0,0.15527950310559,NA,0,0.0372670807453416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20125,0.8,NA
"2020","14","r","1",0.305,0,0,NA,0.19672131147541,0.327868852459016,NA,0.0286885245901639,NA,NA,NA,0.0245901639344262,NA,0.0409836065573771,0.159836065573771,0,NA,NA,NA,0,0.0245901639344262,NA,NA,0.0532786885245902,0.0368852459016394,NA,0,NA,0.10655737704918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305,0.475,NA
"2020","15","dt","1",0.45,NA,0.105555555555556,NA,0,0.00833333333333333,0,0.0694444444444444,NA,NA,NA,0.075,NA,0.075,0.0472222222222222,0.00833333333333333,NA,NA,NA,0.108333333333333,0.0138888888888889,0.0805555555555555,NA,NA,NA,0.0444444444444444,NA,0.025,0.338888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.095,NA
"2020","15","fd","1",0.35675,0,0.1541695865452,NA,0.00350385423966363,0.0245269796776454,NA,0.00700770847932726,NA,NA,NA,0.066573230553609,0.157673440784863,0.31885073580939,NA,0,NA,NA,NA,NA,NA,0.182200420462509,0,NA,NA,0.028030833917309,0,NA,0.0560616678346181,NA,NA,0.00140154169586545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35675,0.185,NA
"2020","15","ir","1",0.283,NA,0.512367491166078,NA,0,0.0485865724381625,0,0.0309187279151943,NA,NA,NA,NA,0.0530035335689046,NA,NA,0,0.00176678445229682,NA,0.0618374558303887,0.0441696113074205,0.0750883392226148,0.0706713780918728,NA,NA,0.00441696113074205,0.0088339222614841,NA,0.088339222614841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,0.35,NA
"2020","15","r","1",0.7525,0,0.0149501661129568,NA,0.00498338870431894,0.00996677740863787,0,NA,NA,NA,NA,0.930232558139535,NA,NA,0,0,0.0199335548172757,NA,NA,0,0.00664451827242525,0,NA,NA,0.00166112956810631,0.00996677740863787,NA,NA,NA,NA,0.00166112956810631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7525,0.095,NA
"2020","16","dt","0",0.48125,NA,0,NA,0,NA,0,NA,NA,NA,NA,0.0857142857142857,0.264935064935065,NA,0.114285714285714,0,0,NA,0.0545454545454545,0.467532467532468,NA,0,0,0.012987012987013,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48125,0.31,NA
"2020","16","fd","0",0.34125,0,0.197802197802198,NA,0,0,0.00732600732600733,0.0183150183150183,NA,NA,NA,0.0549450549450549,0.0256410256410256,0.542124542124542,NA,0,0,NA,NA,0.0695970695970696,NA,NA,NA,NA,NA,NA,NA,0,0.0476190476190476,NA,NA,0.0366300366300366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34125,0.4,NA
"2020","16","ir","0",0.19625,NA,0.738853503184713,NA,0,0.0191082802547771,NA,0.0191082802547771,NA,NA,NA,NA,0,0.0191082802547771,NA,0,NA,NA,NA,0.0191082802547771,NA,0.146496815286624,0,0,NA,NA,0,NA,0.0318471337579618,NA,0,0.00636942675159236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,0.7,NA
"2020","16","r","0",0.438,0,0,NA,0,0.570776255707763,NA,NA,NA,NA,NA,0.296803652968037,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0.045662100456621,0,0.00114155251141553,0,NA,NA,NA,0,0.0856164383561644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,0.65,NA
"2020","17","dt","0",0.195,0.16025641025641,0.0256410256410256,NA,0,NA,0.00641025641025641,0.57051282051282,NA,NA,NA,0.0384615384615385,NA,0.0769230769230769,NA,0,NA,NA,NA,NA,NA,0,0,0.108974358974359,0.0128205128205128,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.4,NA
"2020","17","fd","0",0.36125,0.041522491349481,0.238754325259516,NA,0,0,NA,NA,NA,NA,NA,0.0173010380622837,NA,0.387543252595156,0.0346020761245675,NA,0.0346020761245675,NA,0.0726643598615917,NA,NA,NA,0,NA,0.0069204152249135,NA,0,0.00346020761245675,0.14878892733564,NA,NA,0.013840830449827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36125,0.225,NA
"2020","17","ir","0",0.24,0.00520833333333333,NA,NA,0,0.0260416666666667,0,0.15625,NA,NA,NA,NA,0.114583333333333,0.145833333333333,NA,0,0.0260416666666667,NA,0.0520833333333333,NA,0.0885416666666667,0.197916666666667,NA,NA,0.0260416666666667,NA,NA,0.109375,NA,NA,NA,0.0520833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.5,NA
"2020","17","r","0",0.26875,NA,0.0930232558139535,NA,NA,NA,0.00465116279069767,0.372093023255814,NA,NA,NA,0.00930232558139535,0.00465116279069767,0.0744186046511628,0.0604651162790698,0,NA,NA,0.0930232558139535,NA,NA,NA,0,0.111627906976744,0.0325581395348837,NA,0,0.0744186046511628,NA,NA,NA,0.0697674418604651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26875,0.325,NA
"2020","18","dt","0",0.645,NA,NA,NA,0,0,0,0.0387596899224806,NA,NA,NA,0.0155038759689922,0.387596899224806,0.0329457364341085,0.0368217054263566,NA,NA,NA,0.0833333333333333,0.0562015503875969,0,NA,NA,NA,0,NA,NA,NA,0.348837209302326,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,0.055,NA
"2020","18","fd","0",0.30375,0.0205761316872428,NA,NA,0,0.0205761316872428,0.00411522633744856,0.181069958847737,NA,NA,NA,0.0246913580246914,NA,NA,0.00823045267489712,0,0.037037037037037,NA,NA,0.292181069958848,NA,0.333333333333333,NA,NA,NA,NA,0,0.0246913580246914,NA,NA,0.0123456790123457,0.0411522633744856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30375,0.45,NA
"2020","18","ir","0",0.17225,0.0101596516690856,0.290275761973875,NA,NA,0.0362844702467344,0,NA,NA,NA,NA,0.0217706821480406,NA,NA,0.00725689404934688,0,NA,NA,NA,NA,0.123367198838897,0.355587808417997,NA,0.101596516690856,0.0101596516690856,0,0,NA,NA,NA,0,0.0435413642960813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17225,0.7,NA
"2020","18","r","0",0.653,0,NA,NA,0,0.00191424196018377,0,NA,NA,NA,NA,0.918836140888208,NA,NA,NA,0.0057427258805513,0.00191424196018377,NA,0,NA,0,0.000765696784073507,0,0.00957120980091884,0.00957120980091884,NA,NA,NA,0,NA,NA,0.0516845329249617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653,0.125,NA
"2020","19","dt","0",0.48125,NA,NA,NA,0,NA,0,0.051948051948052,NA,NA,NA,0.0311688311688312,NA,0.101298701298701,0.0883116883116883,NA,0.0727272727272727,NA,0.150649350649351,0.150649350649351,NA,NA,NA,NA,0,NA,0,0.0311688311688312,0.311688311688312,NA,0,0.0103896103896104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48125,0.075,NA
"2020","19","fd","0",0.231,NA,0.091991341991342,NA,NA,0.00541125541125541,NA,NA,NA,NA,NA,0.0378787878787879,0.238095238095238,NA,0.012987012987013,0,NA,NA,0.0432900432900433,NA,0.0108225108225108,0.292207792207792,NA,NA,0.012987012987013,0.00541125541125541,0.00541125541125541,NA,0.167748917748918,NA,0,0.0757575757575758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,0.55,NA
"2020","19","ir","0",0.3075,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0.134146341463415,NA,NA,NA,NA,0.0813008130081301,0.361788617886179,0.0365853658536585,NA,0,0.0691056910569106,NA,0.00813008130081301,0,NA,0.280487804878049,NA,0,0.0284552845528455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3075,0.65,NA
"2020","19","r","0",0.56,0,NA,NA,NA,0.339285714285714,0,0.125,NA,NA,NA,NA,NA,0.0401785714285714,0.0223214285714286,0,NA,NA,0.0892857142857143,0.267857142857143,0,NA,0,0.0625,0,NA,0,NA,NA,NA,NA,0.0535714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.115,NA
"2020","2","dt","0",0.41725,0.00898741761533853,0.143798681845416,NA,0,0.0419412822049131,NA,NA,NA,NA,NA,0.0329538645895746,NA,NA,NA,0,0.0191731575793889,NA,NA,NA,NA,0.167765128819652,NA,0.0149790293588975,0.0011983223487118,0.00599161174355902,0,0.0239664469742361,0.539245056920312,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41725,0.4,NA
"2020","2","fd","0",0.2975,NA,0.336134453781513,NA,0,0.0126050420168067,NA,0.0504201680672269,NA,NA,NA,NA,NA,NA,0.0714285714285714,0,0.0588235294117647,NA,0.0294117647058824,0.260504201680672,0.0336134453781513,NA,0,NA,0.0336134453781513,NA,0,0.0336134453781513,NA,NA,NA,0.0798319327731093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2975,0.35,NA
"2020","2","ir","0",0.4425,0.019774011299435,NA,NA,NA,0.101694915254237,0,NA,NA,NA,NA,0.00564971751412429,0.00564971751412429,NA,NA,0,0.0169491525423729,NA,NA,0.127118644067797,NA,0.429378531073446,NA,NA,0.0169491525423729,0.0225988700564972,0,NA,0.23728813559322,NA,0,0.0169491525423729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4425,0.35,NA
"2020","2","r","0",0.4075,NA,0.208588957055215,NA,0.0368098159509202,0.0122699386503067,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0.49079754601227,NA,0.0613496932515337,0,0.0184049079754601,0.0184049079754601,0.0306748466257669,0.122699386503067,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4075,0.325,NA
"2020","20","dt","1",0.3525,NA,0.0141843971631206,NA,NA,NA,NA,0.0957446808510638,NA,NA,NA,NA,NA,0.099290780141844,0.0460992907801418,0,NA,NA,0.0780141843971631,0.0531914893617021,NA,0.0709219858156028,0,0.0390070921985816,0,0.0141843971631206,0,NA,0.482269503546099,NA,NA,0.00709219858156028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3525,0.14,NA
"2020","20","fd","1",0.2105,NA,NA,NA,NA,0,0,0.0653206650831354,NA,NA,NA,0.0296912114014252,0.0178147268408551,0.190023752969121,NA,0.00237529691211401,0.0118764845605701,NA,0.0475059382422803,0.154394299287411,NA,0.249406175771971,0,NA,NA,0.00593824228028504,NA,NA,0.195961995249406,NA,NA,0.0296912114014252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2105,0.6,NA
"2020","20","ir","1",0.18675,0.00267737617135207,0.207496653279786,NA,0,0.0669344042838019,NA,NA,NA,NA,NA,0.0267737617135207,0.0267737617135207,NA,NA,0,NA,NA,NA,0.0401606425702811,0.0401606425702811,0.261044176706827,NA,0.0669344042838019,0.0133868808567604,NA,0,NA,0.240963855421687,NA,0.00669344042838019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18675,0.7,NA
"2020","20","r","1",0.3825,0,0.0686274509803921,NA,0,0,NA,NA,NA,NA,NA,0,0.522875816993464,0.0947712418300654,NA,0.0065359477124183,NA,NA,NA,0.124183006535948,0.00326797385620915,0.111111111111111,0,0.0163398692810458,NA,0.0065359477124183,NA,NA,NA,NA,NA,0.0457516339869281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3825,0.525,NA
"2020","21","dt","0",0.36,0.0902777777777778,0.0277777777777778,NA,NA,NA,NA,0.399305555555556,NA,NA,NA,NA,NA,0.0972222222222222,NA,0,NA,NA,0.0868055555555556,0,0.0659722222222222,0.111111111111111,0,NA,0.0104166666666667,0.0625,0,NA,NA,NA,0,0.0486111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.135,NA
"2020","21","fd","0",0.29125,0,0.240343347639485,NA,0,0,NA,NA,NA,NA,NA,0.0343347639484979,NA,0.291845493562232,NA,NA,0.00858369098712446,NA,0.0429184549356223,NA,NA,0.128755364806867,0,NA,0,NA,NA,0,0.206008583690987,NA,0.00858369098712446,0.0386266094420601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29125,0.225,NA
