"year","block","trt","water","structure","plot","mono","gopher","native.richness","native.forb.richness","native.grass.richness","native.cover","native.forb.cover","native.grass.cover","inv.grass.cov","fesper.seeded","fesper.present","ACHMIL","ACMAME","ACMSTR","AMSMEN","ASCFAS","CALCIL","CIROCC","DEIFAS","ESCCAL","GRICAM","LAYPLA","LUPBIC","LUPMIC","LUPSUC","PHACIC","PLAERE","RANCAL","SISBEL","TRIWIL","ARIPUR","BROCAR","ELYCON","ELYGLA","FESMIC","HORBRA","HORINT","KOEMAC","MELIMP","MUHRIG","POASEC","SPOAIR","STIPUL","BRODIA","BROHOR","BROMAD","FESMYU","FESPER","HORMUR","POLMON"
"2021","11","ir","1.25","D","11-IR",0,0,5,5,0,1.27,1.27,0,0.02,"1","1",0,0.00775193798449612,0,0,0,0,0.62015503875969,0,0.116279069767442,0,0,0,0,0.232558139534884,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.0155038759689922,0,NA
"2021","11","r","1.25","K","11-R",0,0,10,7,3,1.04,0.38,0.66,0.03,"1","1",0.00943396226415094,0.0188679245283019,0.0377358490566038,0,0,0.0943396226415094,0.00943396226415094,0,0.0471698113207547,0,0,0,0,0,0.141509433962264,0,0,0,0,0,0.566037735849057,0,0,0.0188679245283019,0,0,0.0377358490566038,0,0,0,0,0,NA,NA,0,NA,0.0188679245283019,0,NA
"2021","12","dt","1.25","D","12-DT",0,0,10,8,2,1.07,0.82,0.25,0.5,"1","1",0,0.00909090909090909,0,0.136363636363636,0.00909090909090909,0.0454545454545455,0.136363636363636,0,0,0.181818181818182,0,0,0,0.136363636363636,0,0.0909090909090909,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0.181818181818182,NA,NA,0,NA,0.0272727272727273,0,NA
"2021","12","fd","1.25","D","12-FD",1,0,0,0,0,0,0,0,0,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,1,0,NA
"2021","12","ir","1.25","D","12-IR",0,0,4,4,0,0.96,0.96,0,0,"0","0",0.0104166666666667,0.208333333333333,0,0.572916666666667,0,0,0,0,0.208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","12","r","1.25","D","12-R",0,0,6,6,0,1.16,1.16,0,0,"0","0",0,0.0431034482758621,0,0.0431034482758621,0,0.00862068965517241,0,0,0.0862068965517241,0.689655172413793,0,0,0,0,0.129310344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","13","dt","1.25","D","13-DT",0,0,9,6,3,1.15,0.48,0.67,0.05,"0","0",0.00869565217391304,0.0434782608695652,0,0,0.00869565217391304,0,0,0,0.0869565217391304,0,0,0.00869565217391304,0,0,0.260869565217391,0,0,0,0,0,0.0173913043478261,0,0.521739130434783,0.0434782608695652,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","13","fd","1.25","D","13-FD",0,0,9,6,3,0.89,0.59,0.3,0,"1","1",0.0212765957446809,0.0531914893617021,0.0212765957446809,0,0,0,0,0,0.212765957446809,0,0,0,0,0,0.159574468085106,0,0.159574468085106,0,0,0,0.159574468085106,0,0,0.106382978723404,0,0,0,0,0,0,0,0.0531914893617021,NA,NA,0,NA,0.0531914893617021,0,NA
"2021","13","ir","1.25","D","13-IR",0,0,11,8,3,1,0.8,0.2,0,"0","0",0.01,0.03,0.03,0.2,0,0,0,0,0.1,0.15,0,0,0,0.25,0.03,0,0,0,0,0,0.05,0,0.1,0.05,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","13","r","1.25","D","13-R",0,0,9,7,2,1.15,1.05,0.1,0,"0","0",0.0173913043478261,0.260869565217391,0,0,0,0.0434782608695652,0,0,0.130434782608696,0.0434782608695652,0,0.0260869565217391,0,0.391304347826087,0,0,0,0,0,0,0.0434782608695652,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","14","dt","1.25","D","14-DT",0,0,9,7,2,1.58,1.33,0.25,0.04,"0","0",0,0.0316455696202532,0.158227848101266,0.189873417721519,0,0,0,0,0.0189873417721519,0.316455696202532,0,0,0.0316455696202532,0.0949367088607595,0,0,0,0,0,0,0,0,0.126582278481013,0.0316455696202532,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","14","fd","1.25","D","14-FD",0,0,8,6,2,0.92,0.75,0.17,0.01,"1","1",0.03125,0.0208333333333333,0,0,0,0,0.208333333333333,0,0,0,0,0,0.0520833333333333,0.104166666666667,0.364583333333333,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0.0208333333333333,NA,NA,0,NA,0.0416666666666667,0,NA
"2021","14","ir","1.25","D","14-IR",0,0,8,8,0,1.34,1.34,0,0.07,"1","1",0,0.00740740740740741,0.37037037037037,0.037037037037037,0,0.296296296296296,0.0222222222222222,0,0.037037037037037,0,0,0,0.185185185185185,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.00740740740740741,0,NA
"2021","14","r","1.25","D","14-R",0,0,8,8,0,0.96,0.96,0,0,"1","1",0.029126213592233,0.145631067961165,0.145631067961165,0,0,0,0,0.029126213592233,0,0.0485436893203883,0,0,0.242718446601942,0.242718446601942,0.0485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.0679611650485437,0,NA
"2021","15","dt","1.25","F","15-DT",0,0,5,3,2,0.92,0.67,0.25,0,"0","0",0,0,0.0217391304347826,0,0,0,0,0,0,0.543478260869565,0,0,0,0.16304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0.16304347826087,0,0,0,0,0.108695652173913,NA,NA,0,NA,0,0,NA
"2021","15","fd","1.25","F","15-FD",0,0,2,1,1,0.9,0.15,0.75,0.01,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","15","ir","1.25","F","15-IR",0,0,6,4,2,0.94,0.74,0.2,0,"1","1",0,0,0,0.0421052631578947,0,0,0,0,0,0.315789473684211,0,0,0,0.105263157894737,0.315789473684211,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0.157894736842105,NA,NA,0,NA,0.0105263157894737,0,NA
"2021","15","r","1.25","F","15-R",0,0,6,4,2,1.02,0.37,0.65,0,"0","0",0,0,0.00980392156862745,0,0,0,0,0,0.147058823529412,0.196078431372549,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0.588235294117647,0.0490196078431373,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","16","dt","1.25","F","16-DT",0,0,6,4,2,1.17,0.47,0.7,0.02,"0","0",0,0,0.0170940170940171,0,0,0,0,0,0.170940170940171,0,0,0,0,0.0427350427350427,0.170940170940171,0,0,0,0,0,0.555555555555555,0,0,0.0427350427350427,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","16","fd","1.25","F","16-FD",0,0,6,4,2,0.8,0.47,0.33,0,"1","1",0,0.024390243902439,0.0609756097560976,0.365853658536585,0,0,0,0,0.121951219512195,0,0,0,0,0,0,0,0,0,0,0,0.365853658536585,0,0,0.0365853658536585,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.024390243902439,0,NA
"2021","16","ir","1.25","F","16-IR",0,0,5,4,1,1.06,0.51,0.55,0,"0","0",0,0.00943396226415094,0.0471698113207547,0,0,0,0.283018867924528,0,0.141509433962264,0,0,0,0,0,0,0,0,0,0,0,0.518867924528302,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","16","r","1.25","F","16-R",0,0,8,6,2,1.27,0.67,0.6,0.04,"1","0",0.0078740157480315,0,0.0078740157480315,0,0,0,0.15748031496063,0,0.196850393700787,0,0,0,0,0.118110236220472,0.0393700787401575,0,0,0,0,0,0.393700787401575,0,0,0.078740157480315,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","17","dt","1.25","F","17-DT",0,0,8,6,2,0.9,0.3,0.6,0.05,"1","1",0,0.0106382978723404,0.0106382978723404,0,0,0,0.159574468085106,0,0.0212765957446809,0,0,0.0106382978723404,0,0.106382978723404,0,0,0,0,0,0,0.106382978723404,0,0.531914893617021,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.0425531914893617,0,NA
"2021","17","fd","1.25","F","17-FD",0,0,10,6,4,1.07,0.72,0.35,0,"1","1",0.0178571428571429,0,0.0892857142857143,0,0.0892857142857143,0,0.0892857142857143,0,0.267857142857143,0,0,0,0,0,0,0,0.0892857142857143,0,0,0,0.0446428571428571,0,0,0.178571428571429,0,0,0.0446428571428571,0,0,0,0,0.0446428571428571,NA,NA,0,NA,0.0446428571428571,0,NA
"2021","17","ir","1.25","F","17-IR",0,0,8,5,3,0.99,0.72,0.27,0.02,"0","0",0,0.0202020202020202,0,0.303030303030303,0,0,0,0,0.0505050505050505,0,0,0,0,0.252525252525253,0.101010101010101,0,0,0,0,0,0.0202020202020202,0,0.202020202020202,0.0505050505050505,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","17","r","1.25","F","17-R",0,0,9,7,2,0.97,0.35,0.62,0,"1","1",0,0.0101010101010101,0.0101010101010101,0.101010101010101,0,0.0202020202020202,0.151515151515152,0,0,0,0,0,0,0.0505050505050505,0,0.0101010101010101,0,0,0,0,0.606060606060606,0,0,0,0,0,0.0202020202020202,0,0,0,0,0,NA,NA,0,NA,0.0202020202020202,0,NA
"2021","18","dt","1.25","F","18-DT",0,0,6,4,2,0.95,0.23,0.72,0,"0","0",0.0105263157894737,0.0105263157894737,0,0.210526315789474,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736842105263158,0,0,0.0210526315789474,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","18","fd","1.25","L","18-FD",0,0,9,5,4,0.94,0.63,0.31,0,"1","0",0,0.0212765957446809,0,0.531914893617021,0,0,0.0531914893617021,0,0,0,0,0,0,0,0.0531914893617021,0,0.0106382978723404,0,0,0,0.106382978723404,0,0.106382978723404,0.106382978723404,0,0,0.0106382978723404,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","18","ir","1.25","F","18-IR",0,0,7,5,2,0.84,0.74,0.1,0,"0","0",0,0.0595238095238095,0.0238095238095238,0,0,0,0.595238095238095,0,0.0238095238095238,0,0,0,0.178571428571429,0,0,0,0,0,0,0,0.0595238095238095,0,0,0.0595238095238095,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","18","r","1.25","L","18-R",0,0,5,4,1,1.3,1.25,0.05,0.01,"1","0",0,0.0769230769230769,0.153846153846154,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0.576923076923077,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","19","dt","1.25","L","19-DT",0,0,10,8,2,1.04,0.74,0.3,0,"1","1",0,0.0285714285714286,0.00952380952380952,0,0,0.19047619047619,0.0476190476190476,0,0.19047619047619,0.0285714285714286,0,0,0,0.019047619047619,0.19047619047619,0,0,0,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.00952380952380952,0,NA
"2021","19","fd","1.25","L","19-FD",0,0,8,6,2,0.97,0.42,0.55,0.03,"0","0",0,0.154639175257732,0.0515463917525773,0,0,0.0515463917525773,0.0206185567010309,0,0.103092783505155,0.0515463917525773,0,0,0,0,0,0,0,0,0,0,0.412371134020619,0,0,0.154639175257732,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","19","ir","1.25","L","19-IR",0,0,7,4,3,1.08,0.55,0.53,0.08,"1","1",0,0,0,0.045045045045045,0,0,0.135135135135135,0,0,0,0,0,0,0,0.27027027027027,0.045045045045045,0,0,0,0,0.405405405405405,0,0,0.045045045045045,0,0,0,0,0,0,0.027027027027027,0,NA,NA,0,NA,0.027027027027027,0,NA
"2021","19","r","1.25","L","19-R",0,0,8,6,2,1.38,0.98,0.4,0,"0","1",0,0.0684931506849315,0.0342465753424658,0.205479452054795,0,0.0205479452054795,0,0,0.273972602739726,0,0,0,0,0,0.0684931506849315,0,0,0,0,0,0.171232876712329,0,0,0.102739726027397,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.0547945205479452,0,NA
"2021","2","dt","1.25","A","2-DT",0,0,6,4,2,1.5,1.15,0.35,0,"1","1",0,0.0316455696202532,0,0,0,0.0316455696202532,0.0632911392405063,0,0.60126582278481,0,0,0,0,0,0,0,0,0,0,0,0.189873417721519,0,0.0316455696202532,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.0506329113924051,0,NA
"2021","2","fd","1.25","A","2-FD",0,0,6,5,1,0.93,0.33,0.6,0.7,"0","0",0,0.0537634408602151,0,0,0,0.0537634408602151,0.0537634408602151,0,0.161290322580645,0,0,0,0,0,0.032258064516129,0,0,0,0,0,0.645161290322581,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","2","ir","1.25","A","2-IR",1,0,0,0,0,0,0,0,0,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,1,0,NA
"2021","2","r","1.25","A","2-R",0,1,6,4,2,0.9,0.8,0.1,0,"0","0",0,0,0,0.0555555555555556,0,0,0.166666666666667,0,0.222222222222222,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.0555555555555556,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","20","dt","1.25","L","20-DT",0,0,13,9,4,1.15,0.77,0.38,0,"0","0",0.0260869565217391,0,0.0260869565217391,0,0,0.217391304347826,0.0260869565217391,0,0.130434782608696,0.0869565217391304,0,0,0.0434782608695652,0.0869565217391304,0,0,0.0260869565217391,0,0,0,0.173913043478261,0,0.0869565217391304,0.0434782608695652,0,0,0,0,0,0,0,0.0260869565217391,NA,NA,0,NA,0,0,NA
"2021","20","fd","1.25","L","20-FD",0,0,6,4,2,1.06,0.56,0.5,0.04,"0","0",0,0.00943396226415094,0,0.377358490566038,0,0,0.0471698113207547,0,0.0943396226415094,0,0,0,0,0,0,0,0,0,0,0,0.377358490566038,0,0.0943396226415094,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","20","ir","1.25","L","20-IR",0,0,7,6,1,0.98,0.78,0.2,0.03,"1","1",0,0.0196078431372549,0.0294117647058824,0,0,0.0294117647058824,0.147058823529412,0,0.196078431372549,0,0,0,0,0,0.343137254901961,0,0,0,0,0,0.196078431372549,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.0392156862745098,0,NA
"2021","20","r","1.25","L","20-R",0,0,9,7,2,0.97,0.75,0.22,0.01,"1","1",0.2,0.1,0,0,0.03,0,0.1,0,0.25,0,0,0,0,0.05,0,0,0,0.02,0,0,0.2,0,0,0.02,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.03,0,NA
"2021","21","dt","1.25","L","21-DT",0,1,6,4,2,1.09,0.24,0.85,0.02,"1","1",0.0181818181818182,0.0181818181818182,0.0454545454545455,0,0,0,0.136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454546,0,0.227272727272727,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0.00909090909090909,0,NA
"2021","21","fd","1.25","L","21-FD",0,0,7,5,2,1.07,0.92,0.15,0,"1","1",0,0,0,0.0917431192660551,0,0.0091743119266055,0,0,0,0.688073394495413,0,0,0,0,0.0275229357798165,0.0275229357798165,0,0,0,0,0.0917431192660551,0,0,0,0.0458715596330275,0,0,0,0,0,0,0,NA,NA,0,NA,0.018348623853211,0,NA
"2021","21","ir","1.25","L","21-IR",0,0,7,4,3,1.08,0.68,0.4,0,"0","0",0.00925925925925926,0,0.0185185185185185,0.509259259259259,0,0,0,0,0,0.0925925925925926,0,0,0,0,0,0,0,0,0,0,0.0462962962962963,0,0.138888888888889,0.185185185185185,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","21","r","1.25","L","21-R",0,1,8,6,2,1.09,0.38,0.71,0.5,"0","0",0,0.018348623853211,0.0458715596330275,0.0275229357798165,0,0,0.0917431192660551,0,0.0275229357798165,0,0,0,0,0.137614678899083,0,0,0,0,0,0,0.642201834862385,0,0,0.00917431192660551,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","22","dt","1.25","I","22-DT",0,0,3,2,1,0.18,0.03,0.15,0.22,"0","0",0,0.0294117647058824,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220588235294118,0,0,0,0,0,0,0,0,0,NA,NA,0.735294117647059,NA,0,0,NA
"2021","22","fd","1.25","I","22-FD",0,0,10,8,2,2.09,1.84,0.25,0.41,"1","1",0.00865800865800866,0.00865800865800866,0.0865800865800866,0,0,0.173160173160173,0.324675324675325,0,0.0432900432900433,0,0,0,0.0216450216450216,0.12987012987013,0,0,0,0,0,0,0,0,0,0.0865800865800866,0.0216450216450216,0,0,0,0,0,0,0,NA,NA,0.0865800865800866,NA,0.00865800865800866,0,NA
"2021","22","ir","1.25","I","22-IR",0,0,6,4,2,0.65,0.57,0.08,0.05,"1","1",0,0.0943396226415094,0.0943396226415094,0,0,0.330188679245283,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471698113207547,0,0,0.0283018867924528,0,0,0,0,0,NA,NA,0.377358490566038,NA,0.00943396226415094,0,NA
"2021","22","r","1.25","I","22-R",0,0,11,9,2,1,0.7,0.3,0,"0","0",0,0.019047619047619,0.142857142857143,0.0952380952380952,0,0.142857142857143,0.00952380952380952,0,0.0285714285714286,0.19047619047619,0,0,0,0,0.0285714285714286,0,0,0,0.00952380952380952,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,NA,NA,0.0476190476190476,NA,0,0,NA
"2021","23","dt","1.25","I","23-DT",0,0,8,6,2,1.26,1.09,0.17,0,"0","0",0.00793650793650794,0,0,0,0,0,0.0158730158730159,0,0.00793650793650794,0.714285714285714,0,0,0,0.0793650793650794,0.0396825396825397,0,0,0,0,0,0,0,0.119047619047619,0.0158730158730159,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","23","fd","1.25","I","23-FD",0,0,8,6,2,0.99,0.69,0.3,0.01,"0","0",0.0303030303030303,0.0505050505050505,0,0,0,0,0,0,0.252525252525253,0.0101010101010101,0,0,0.0505050505050505,0.303030303030303,0,0,0,0,0,0,0,0,0.151515151515152,0.151515151515152,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","23","ir","1.25","I","23-IR",0,0,10,7,3,1.27,0.92,0.35,0.15,"1","1",0.0078125,0,0.0234375,0,0.015625,0,0.3125,0,0.0078125,0.234375,0,0,0,0.1171875,0,0,0,0,0,0,0,0,0.078125,0.078125,0,0.1171875,0,0,0,0,0,0,NA,NA,0,NA,0.0078125,0,NA
"2021","23","r","1.25","I","23-R",0,0,8,7,1,0.97,0.82,0.15,0.03,"1","1",0,0.00892857142857143,0.00892857142857143,0,0,0,0.0178571428571429,0,0.357142857142857,0.0446428571428571,0,0,0,0.267857142857143,0.0267857142857143,0,0,0,0,0,0,0,0.133928571428571,0,0,0,0,0,0,0,0,0,NA,NA,0.0892857142857143,NA,0.0446428571428571,0,NA
"2021","24","dt","1.25","I","24-DT",0,0,11,8,3,1.01,0.76,0.25,0.04,"1","1",0,0,0,0.240384615384615,0,0,0.240384615384615,0,0,0.0480769230769231,0,0.00961538461538462,0.0480769230769231,0.0961538461538462,0.0192307692307692,0,0.0288461538461538,0,0,0,0.0961538461538462,0,0,0.0961538461538462,0.0480769230769231,0,0,0,0,0,0,0,NA,NA,0,NA,0.0288461538461538,0,NA
"2021","24","fd","1.25","I","24-FD",0,0,8,6,2,1.07,1,0.07,0,"1","1",0,0,0,0.18018018018018,0.045045045045045,0,0.135135135135135,0,0.045045045045045,0,0,0,0,0.27027027027027,0.225225225225225,0,0,0,0,0,0,0,0,0.045045045045045,0,0,0.018018018018018,0,0,0,0,0,NA,NA,0,NA,0.036036036036036,0,NA
"2021","24","ir","1.25","I","24-IR",0,0,9,9,0,1.49,1.49,0,0,"0","0",0.0201342281879195,0.0134228187919463,0,0,0.0335570469798658,0.00671140939597315,0.469798657718121,0,0.0671140939597315,0.0201342281879195,0,0,0,0.268456375838926,0.100671140939597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","24","r","1.25","I","24-R",0,0,9,6,3,0.95,0.7,0.25,0,"0","0",0,0.0526315789473684,0,0.0526315789473684,0,0,0,0,0.0526315789473684,0.263157894736842,0,0,0,0.210526315789474,0,0,0.105263157894737,0,0,0,0,0,0.157894736842105,0.0526315789473684,0.0526315789473684,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","25","dt","1.25","I","25-DT",0,0,8,6,2,0.76,0.51,0.25,0.05,"0","0",0.0131578947368421,0.0394736842105263,0,0,0,0.197368421052632,0.0263157894736842,0,0,0,0,0,0,0.263157894736842,0,0,0.131578947368421,0,0,0,0.197368421052632,0,0,0.131578947368421,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA
"2021","25","fd","0.5","G","25-FD",0,0,7,5,2,0.52,0.45,0.07,0.06,"0","0",0,0.0175438596491228,0.0175438596491228,0.43859649122807,0,0,0.263157894736842,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0.087719298245614,0,0,0.0350877192982456,0,0,0,0,0,NA,NA,0.087719298245614,NA,0,0,NA
"2021","25","ir","0.5","G","25-IR",0,0,7,4,3,0.89,0.29,0.6,0.07,"1","1",0,0,0.031578947368421,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0.210526315789474,0.0526315789473684,0,0,0,0,0,0,0.526315789473684,0.0526315789473684,0,0,0,0,0,0,0,0.0526315789473684,NA,NA,0.0526315789473684,NA,0.0105263157894737,0,NA
"2021","25","r","1.25","I","25-R",0,0,7,4,3,0.7,0.32,0.38,0,"1","1",0.0519480519480519,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0.324675324675325,0,0,0,0.025974025974026,0,0,0,0.38961038961039,0,0,0.025974025974026,0,0,0,0,0,0,0,0.0779220779220779,NA,NA,0.0649350649350649,NA,0.025974025974026,0,NA
"2021","26","dt","0.5","B","26-DT",0,0,5,3,2,1.08,1.01,0.07,0,"0","0",0,0,0,0,0,0,0.462962962962963,0,0.462962962962963,0,0,0,0,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0.0462962962962963,0,0,0,0,0,0.0185185185185185,0,NA,NA,0,NA,0,0,NA
