"year","block","trt","subplot","species","prob","drought","native","graminoid","cover","sub.tcov","BG","Litter","sub.tveg"
"2020","1","ir","n","ELEL",0.06,"0","N",1,0,78.85,40,NA,38.85
"2020","1","ir","n","TRDU",NA,"0",NA,NA,NA,78.85,40,NA,38.85
"2020","1","ir","n","SCSC",0.15,"0","N",1,0.25,78.85,40,NA,38.85
"2020","1","ir","n","GAAR",NA,"0","N",0,NA,78.85,40,NA,38.85
"2020","1","ir","n","THFI",0.04,"0","N",0,25,78.85,40,NA,38.85
"2020","1","ir","n","ASDR",0.01,"0","N",0,0,78.85,40,NA,38.85
"2020","1","ir","n","POPE",0.07,"0","N",0,0,78.85,40,NA,38.85
"2020","1","ir","n","ARLU",0.1,"0","N",0,0,78.85,40,NA,38.85
"2020","1","ir","n","RACO",0.03,"0","N",0,0,78.85,40,NA,38.85
"2020","1","ir","n","BOCU",0.17,"0","N",1,9,78.85,40,NA,38.85
"2020","1","ir","n","POSE",0.08,"0","N",1,0,78.85,40,NA,38.85
"2020","1","ir","n","ACMI",0.13,"0","N",0,1,78.85,40,NA,38.85
"2020","1","ir","n","ARFR",0.04,"0","N",0,0,78.85,40,NA,38.85
"2020","1","ir","n","AMRE",NA,"0",NA,NA,NA,78.85,40,NA,38.85
"2020","1","ir","n","BRTE",NA,"0","I",1,NA,78.85,40,NA,38.85
"2020","1","ir","n","FEID",0.03,"0","N",1,0.1,78.85,40,NA,38.85
"2020","1","ir","n","SOTR",NA,"0",NA,NA,NA,78.85,40,NA,38.85
"2020","1","ir","n","SPCR",0.04,"0","N",1,2,78.85,40,NA,38.85
"2020","1","ir","n","BRIN",NA,"0","I",1,NA,78.85,40,NA,38.85
"2020","1","ir","n","POOL",NA,"0","I",0,NA,78.85,40,NA,38.85
"2020","1","ir","n","HEVI",0.04,"0","N",0,0.75,78.85,40,NA,38.85
"2020","1","ir","s","ASDR",0.01,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","TRDU",NA,"0",NA,NA,NA,73.25,35,NA,38.25
"2020","1","ir","s","ELEL",0.06,"0","N",1,0,73.25,35,NA,38.25
"2020","1","ir","s","POSE",0.08,"0","N",1,0,73.25,35,NA,38.25
"2020","1","ir","s","ACMI",0.13,"0","N",0,15,73.25,35,NA,38.25
"2020","1","ir","s","BOCU",0.17,"0","N",1,2.5,73.25,35,NA,38.25
"2020","1","ir","s","ARLU",0.1,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","SPCR",0.04,"0","N",1,0,73.25,35,NA,38.25
"2020","1","ir","s","BRTE",NA,"0","I",1,NA,73.25,35,NA,38.25
"2020","1","ir","s","AMRE",NA,"0",NA,NA,NA,73.25,35,NA,38.25
"2020","1","ir","s","DACA",0.02,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","GAAR",NA,"0","N",0,NA,73.25,35,NA,38.25
"2020","1","ir","s","SCSC",0.15,"0","N",1,0,73.25,35,NA,38.25
"2020","1","ir","s","POOL",NA,"0","I",0,NA,73.25,35,NA,38.25
"2020","1","ir","s","FEID",0.03,"0","N",1,0.75,73.25,35,NA,38.25
"2020","1","ir","s","POPE",0.07,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","THFI",0.04,"0","N",0,20,73.25,35,NA,38.25
"2020","1","ir","s","RACO",0.03,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","SOTR",NA,"0",NA,NA,NA,73.25,35,NA,38.25
"2020","1","ir","s","ARFR",0.04,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","BRIN",NA,"0","I",1,NA,73.25,35,NA,38.25
"2020","1","ir","s","HEVI",0.04,"0","N",0,0,73.25,35,NA,38.25
"2020","1","ir","s","CHLE",NA,"0",NA,NA,NA,73.25,35,NA,38.25
"2020","1","r","n","HEVI",0,"0","N",0,0,72.5,35,NA,37.5
"2020","1","r","n","ARLU",0.04,"0","N",0,0.25,72.5,35,NA,37.5
"2020","1","r","n","CHLE",NA,"0",NA,NA,NA,72.5,35,NA,37.5
"2020","1","r","n","ARPU",0,"0","N",1,0,72.5,35,NA,37.5
"2020","1","r","n","PASM",0,"0","N",1,0,72.5,35,NA,37.5
"2020","1","r","n","DACA",0,"0","N",0,0,72.5,35,NA,37.5
"2020","1","r","n","BOGR",0,"0","N",1,0.75,72.5,35,NA,37.5
"2020","1","r","n","AMRE",NA,"0",NA,NA,NA,72.5,35,NA,37.5
"2020","1","r","n","BOCU",0,"0","N",1,0.25,72.5,35,NA,37.5
"2020","1","r","n","SPCO",0.01,"0","N",0,0,72.5,35,NA,37.5
"2020","1","r","n","ELEL",0.01,"0","N",1,0,72.5,35,NA,37.5
"2020","1","r","n","BRTE",NA,"0","I",1,NA,72.5,35,NA,37.5
"2020","1","r","n","RACO",0.83,"0","N",0,30,72.5,35,NA,37.5
"2020","1","r","n","ACMI",0.01,"0","N",0,1,72.5,35,NA,37.5
"2020","1","r","n","LIPU",0.03,"0","N",0,0.25,72.5,35,NA,37.5
"2020","1","r","n","CAMI",NA,"0","I",0,NA,72.5,35,NA,37.5
"2020","1","r","n","ARFR",0.03,"0","N",0,1,72.5,35,NA,37.5
"2020","1","r","n","HECO",0.04,"0","N",1,1,72.5,35,NA,37.5
"2020","1","r","n","THFI",0,"0","N",0,3,72.5,35,NA,37.5
"2020","1","r","n","CHAL",NA,"0","I",0,NA,72.5,35,NA,37.5
"2020","1","r","n","POOL",NA,"0","I",0,NA,72.5,35,NA,37.5
"2020","1","r","n","SPCR",NA,"0","N",1,NA,72.5,35,NA,37.5
"2020","1","r","s","CHLE",NA,"0",NA,NA,NA,69.25,30,NA,39.25
"2020","1","r","s","RACO",0.83,"0","N",0,30,69.25,30,NA,39.25
"2020","1","r","s","DACA",0,"0","N",0,0,69.25,30,NA,39.25
"2020","1","r","s","BOCU",0,"0","N",1,0,69.25,30,NA,39.25
"2020","1","r","s","BRTE",NA,"0","I",1,NA,69.25,30,NA,39.25
"2020","1","r","s","CHAL",NA,"0","I",0,NA,69.25,30,NA,39.25
"2020","1","r","s","AMRE",NA,"0",NA,NA,NA,69.25,30,NA,39.25
"2020","1","r","s","POOL",NA,"0","I",0,NA,69.25,30,NA,39.25
"2020","1","r","s","THFI",0,"0","N",0,5.5,69.25,30,NA,39.25
"2020","1","r","s","ACMI",0.01,"0","N",0,3,69.25,30,NA,39.25
"2020","1","r","s","PASM",0,"0","N",1,0,69.25,30,NA,39.25
"2020","1","r","s","ARLU",0.04,"0","N",0,0,69.25,30,NA,39.25
"2020","1","r","s","ELEL",0.01,"0","N",1,0,69.25,30,NA,39.25
"2020","1","r","s","LIPU",0.03,"0","N",0,0,69.25,30,NA,39.25
"2020","1","r","s","SPCR",NA,"0","N",1,NA,69.25,30,NA,39.25
"2020","1","r","s","BOGR",0,"0","N",1,0.75,69.25,30,NA,39.25
"2020","1","r","s","ARFR",0.03,"0","N",0,0,69.25,30,NA,39.25
"2020","1","r","s","CAMI",NA,"0","I",0,NA,69.25,30,NA,39.25
"2020","1","r","s","HECO",0.04,"0","N",1,0,69.25,30,NA,39.25
"2020","1","r","s","ARPU",0,"0","N",1,0,69.25,30,NA,39.25
"2020","1","r","s","SPCO",0.01,"0","N",0,0,69.25,30,NA,39.25
"2020","1","r","s","HEVI",0,"0","N",0,0,69.25,30,NA,39.25
"2020","10","dt","n","SATR",NA,"0","I",0,NA,61.35,13,NA,48.35
"2020","10","dt","n","BOGR",0.18,"0","N",1,3.5,61.35,13,NA,48.35
"2020","10","dt","n","THFI",0,"0","N",0,3.5,61.35,13,NA,48.35
"2020","10","dt","n","SCSC",0.05,"0","N",1,0.25,61.35,13,NA,48.35
"2020","10","dt","n","POSE",0.04,"0","N",1,1.25,61.35,13,NA,48.35
"2020","10","dt","n","ACMI",0.01,"0","N",0,0.1,61.35,13,NA,48.35
"2020","10","dt","n","BRTE",NA,"0","I",1,NA,61.35,13,NA,48.35
"2020","10","dt","n","MATA",0.04,"0","N",0,0.25,61.35,13,NA,48.35
"2020","10","dt","n","MONU",NA,"0",NA,NA,NA,61.35,13,NA,48.35
"2020","10","dt","n","ARFR",0.03,"0","N",0,0,61.35,13,NA,48.35
"2020","10","dt","n","BOCU",0.33,"0","N",1,10.25,61.35,13,NA,48.35
"2020","10","dt","n","LIPU",0.01,"0","N",0,0,61.35,13,NA,48.35
"2020","10","dt","n","ARLU",0.03,"0","N",0,1.5,61.35,13,NA,48.35
"2020","10","dt","n","FEID",0.11,"0","N",1,25,61.35,13,NA,48.35
"2020","10","dt","n","CHLE",NA,"0",NA,NA,NA,61.35,13,NA,48.35
"2020","10","dt","n","SPCO",0.02,"0","N",0,0,61.35,13,NA,48.35
"2020","10","dt","n","CHAL",NA,"0","I",0,NA,61.35,13,NA,48.35
"2020","10","dt","n","GAAR",NA,"0","N",0,NA,61.35,13,NA,48.35
"2020","10","dt","n","POPE",0.02,"0","N",0,1.75,61.35,13,NA,48.35
"2020","10","dt","n","RACO",0.01,"0","N",0,0,61.35,13,NA,48.35
"2020","10","dt","n","SPCR",0.12,"0","N",1,1,61.35,13,NA,48.35
"2020","10","dt","s","LIPU",0.01,"0","N",0,0,47.5,10,NA,37.5
"2020","10","dt","s","BOGR",0.18,"0","N",1,4.25,47.5,10,NA,37.5
"2020","10","dt","s","MATA",0.04,"0","N",0,0,47.5,10,NA,37.5
"2020","10","dt","s","ACMI",0.01,"0","N",0,1,47.5,10,NA,37.5
"2020","10","dt","s","MONU",NA,"0",NA,NA,NA,47.5,10,NA,37.5
"2020","10","dt","s","POPE",0.02,"0","N",0,3,47.5,10,NA,37.5
"2020","10","dt","s","SATR",NA,"0","I",0,NA,47.5,10,NA,37.5
"2020","10","dt","s","CHLE",NA,"0",NA,NA,NA,47.5,10,NA,37.5
"2020","10","dt","s","BRTE",NA,"0","I",1,NA,47.5,10,NA,37.5
"2020","10","dt","s","SPCO",0.02,"0","N",0,0,47.5,10,NA,37.5
"2020","10","dt","s","CHAL",NA,"0","I",0,NA,47.5,10,NA,37.5
"2020","10","dt","s","SCSC",0.05,"0","N",1,0,47.5,10,NA,37.5
"2020","10","dt","s","ARFR",0.03,"0","N",0,0,47.5,10,NA,37.5
"2020","10","dt","s","ARLU",0.03,"0","N",0,0,47.5,10,NA,37.5
"2020","10","dt","s","RACO",0.01,"0","N",0,0,47.5,10,NA,37.5
"2020","10","dt","s","FEID",0.11,"0","N",1,15,47.5,10,NA,37.5
"2020","10","dt","s","SPCR",0.12,"0","N",1,0.75,47.5,10,NA,37.5
"2020","10","dt","s","THFI",0,"0","N",0,2.5,47.5,10,NA,37.5
"2020","10","dt","s","GAAR",NA,"0","N",0,NA,47.5,10,NA,37.5
"2020","10","dt","s","BOCU",0.33,"0","N",1,11,47.5,10,NA,37.5
"2020","10","dt","s","POSE",0.04,"0","N",1,0,47.5,10,NA,37.5
"2020","10","fd","n","GAAR",0.15,"0","N",0,10.5,54.1,25,NA,29.1
"2020","10","fd","n","KOMA",0.07,"0","N",1,2,54.1,25,NA,29.1
"2020","10","fd","n","RACO",0.05,"0","N",0,1.5,54.1,25,NA,29.1
"2020","10","fd","n","SATR",NA,"0","I",0,NA,54.1,25,NA,29.1
"2020","10","fd","n","FEID",0.06,"0","N",1,2,54.1,25,NA,29.1
"2020","10","fd","n","HEVI",0.05,"0","N",0,0.5,54.1,25,NA,29.1
"2020","10","fd","n","CHLE",NA,"0",NA,NA,NA,54.1,25,NA,29.1
"2020","10","fd","n","BRTE",NA,"0","I",1,NA,54.1,25,NA,29.1
"2020","10","fd","n","ACMI",NA,"0","N",0,NA,54.1,25,NA,29.1
"2020","10","fd","n","BOGR",0.06,"0","N",1,0.5,54.1,25,NA,29.1
"2020","10","fd","n","THFI",0.05,"0","N",0,10,54.1,25,NA,29.1
"2020","10","fd","n","ARPU",0.08,"0","N",1,0,54.1,25,NA,29.1
"2020","10","fd","n","POOL",NA,"0","I",0,NA,54.1,25,NA,29.1
"2020","10","fd","n","ELEL",0.04,"0","N",1,0,54.1,25,NA,29.1
"2020","10","fd","n","ARLU",0.05,"0","N",0,0,54.1,25,NA,29.1
"2020","10","fd","n","DACA",0.06,"0","N",0,0.25,54.1,25,NA,29.1
"2020","10","fd","n","SCSC",0.09,"0","N",1,1.75,54.1,25,NA,29.1
"2020","10","fd","n","TRDU",NA,"0",NA,NA,NA,54.1,25,NA,29.1
"2020","10","fd","n","ASDR",0.12,"0","N",0,0.1,54.1,25,NA,29.1
"2020","10","fd","n","ARFR",0.04,"0","N",0,0,54.1,25,NA,29.1
"2020","10","fd","n","HECO",NA,"0","N",1,NA,54.1,25,NA,29.1
"2020","10","fd","n","POPE",0.05,"0","N",0,0,54.1,25,NA,29.1
"2020","10","fd","n","MATA",NA,"0","N",0,NA,54.1,25,NA,29.1
"2020","10","fd","n","SPCR",NA,"0","N",1,NA,54.1,25,NA,29.1
"2020","10","fd","s","THFI",0.05,"0","N",0,19,62.5,25,NA,37.5
"2020","10","fd","s","FEID",0.06,"0","N",1,0,62.5,25,NA,37.5
"2020","10","fd","s","SATR",NA,"0","I",0,NA,62.5,25,NA,37.5
"2020","10","fd","s","GAAR",0.15,"0","N",0,5,62.5,25,NA,37.5
"2020","10","fd","s","ASDR",0.12,"0","N",0,0,62.5,25,NA,37.5
"2020","10","fd","s","POPE",0.05,"0","N",0,1.25,62.5,25,NA,37.5
"2020","10","fd","s","BRTE",NA,"0","I",1,NA,62.5,25,NA,37.5
"2020","10","fd","s","ARLU",0.05,"0","N",0,0,62.5,25,NA,37.5
"2020","10","fd","s","CHLE",NA,"0",NA,NA,NA,62.5,25,NA,37.5
"2020","10","fd","s","POOL",NA,"0","I",0,NA,62.5,25,NA,37.5
"2020","10","fd","s","ARPU",0.08,"0","N",1,0,62.5,25,NA,37.5
"2020","10","fd","s","BOGR",0.06,"0","N",1,0.25,62.5,25,NA,37.5
"2020","10","fd","s","ACMI",NA,"0","N",0,NA,62.5,25,NA,37.5
"2020","10","fd","s","SCSC",0.09,"0","N",1,1,62.5,25,NA,37.5
"2020","10","fd","s","SPCR",NA,"0","N",1,NA,62.5,25,NA,37.5
"2020","10","fd","s","KOMA",0.07,"0","N",1,3.25,62.5,25,NA,37.5
"2020","10","fd","s","HEVI",0.05,"0","N",0,0.75,62.5,25,NA,37.5
"2020","10","fd","s","ARFR",0.04,"0","N",0,0,62.5,25,NA,37.5
"2020","10","fd","s","DACA",0.06,"0","N",0,2.5,62.5,25,NA,37.5
"2020","10","fd","s","MATA",NA,"0","N",0,NA,62.5,25,NA,37.5
"2020","10","fd","s","HECO",NA,"0","N",1,NA,62.5,25,NA,37.5
"2020","10","fd","s","RACO",0.05,"0","N",0,4.5,62.5,25,NA,37.5
"2020","10","fd","s","ELEL",0.04,"0","N",1,0,62.5,25,NA,37.5
"2020","10","fd","s","TRDU",NA,"0",NA,NA,NA,62.5,25,NA,37.5
"2020","10","ir","n","SPCO",0.03,"0","N",0,0,90.35,80,NA,10.35
"2020","10","ir","n","SATR",NA,"0","I",0,NA,90.35,80,NA,10.35
"2020","10","ir","n","MATA",0.02,"0","N",0,0,90.35,80,NA,10.35
"2020","10","ir","n","CHAL",NA,"0","I",0,NA,90.35,80,NA,10.35
"2020","10","ir","n","HEVI",0.03,"0","N",0,0.25,90.35,80,NA,10.35
"2020","10","ir","n","ACMI",0.1,"0","N",0,1,90.35,80,NA,10.35
"2020","10","ir","n","LIPU",0.07,"0","N",0,0.5,90.35,80,NA,10.35
"2020","10","ir","n","HECO",0.03,"0","N",1,1.5,90.35,80,NA,10.35
"2020","10","ir","n","GAAR",0.01,"0","N",0,2,90.35,80,NA,10.35
"2020","10","ir","n","POPE",0.06,"0","N",0,0,90.35,80,NA,10.35
"2020","10","ir","n","SCSC",0.21,"0","N",1,1.5,90.35,80,NA,10.35
"2020","10","ir","n","BOGR",0.05,"0","N",1,1.5,90.35,80,NA,10.35
"2020","10","ir","n","BRTE",NA,"0","I",1,NA,90.35,80,NA,10.35
"2020","10","ir","n","FEID",0.02,"0","N",1,0.25,90.35,80,NA,10.35
"2020","10","ir","n","ACHY",0.14,"0","N",1,0.1,90.35,80,NA,10.35
"2020","10","ir","n","RACO",0.02,"0","N",0,1.75,90.35,80,NA,10.35
"2020","10","ir","n","CHLE",NA,"0",NA,NA,NA,90.35,80,NA,10.35
"2020","10","ir","n","KOMA",0.09,"0","N",1,0,90.35,80,NA,10.35
"2020","10","ir","n","ARLU",0.09,"0","N",0,0,90.35,80,NA,10.35
"2020","10","ir","n","CADU",NA,"0",NA,NA,NA,90.35,80,NA,10.35
"2020","10","ir","s","ARLU",0.09,"0","N",0,0.25,102.25,80,NA,22.25
"2020","10","ir","s","SPCO",0.03,"0","N",0,0,102.25,80,NA,22.25
"2020","10","ir","s","HEVI",0.03,"0","N",0,2,102.25,80,NA,22.25
"2020","10","ir","s","BOGR",0.05,"0","N",1,2.25,102.25,80,NA,22.25
"2020","10","ir","s","SATR",NA,"0","I",0,NA,102.25,80,NA,22.25
"2020","10","ir","s","LIPU",0.07,"0","N",0,0,102.25,80,NA,22.25
"2020","10","ir","s","SCSC",0.21,"0","N",1,3.25,102.25,80,NA,22.25
"2020","10","ir","s","ACMI",0.1,"0","N",0,4.25,102.25,80,NA,22.25
"2020","10","ir","s","POPE",0.06,"0","N",0,0,102.25,80,NA,22.25
"2020","10","ir","s","MATA",0.02,"0","N",0,0,102.25,80,NA,22.25
"2020","10","ir","s","CHAL",NA,"0","I",0,NA,102.25,80,NA,22.25
"2020","10","ir","s","CHLE",NA,"0",NA,NA,NA,102.25,80,NA,22.25
"2020","10","ir","s","HECO",0.03,"0","N",1,0,102.25,80,NA,22.25
"2020","10","ir","s","ACHY",0.14,"0","N",1,1.25,102.25,80,NA,22.25
"2020","10","ir","s","FEID",0.02,"0","N",1,0.75,102.25,80,NA,22.25
"2020","10","ir","s","RACO",0.02,"0","N",0,3.5,102.25,80,NA,22.25
"2020","10","ir","s","GAAR",0.01,"0","N",0,4.5,102.25,80,NA,22.25
"2020","10","ir","s","KOMA",0.09,"0","N",1,0.25,102.25,80,NA,22.25
"2020","10","ir","s","BRTE",NA,"0","I",1,NA,102.25,80,NA,22.25
"2020","10","ir","s","CADU",NA,"0",NA,NA,NA,102.25,80,NA,22.25
"2020","10","r","n","FEID",0,"0","N",1,0,81.75,15,NA,66.75
"2020","10","r","n","ARFR",0,"0","N",0,0,81.75,15,NA,66.75
"2020","10","r","n","KOMA",0.01,"0","N",1,0,81.75,15,NA,66.75
"2020","10","r","n","HEVI",0.06,"0","N",0,0.25,81.75,15,NA,66.75
"2020","10","r","n","BOCU",0.14,"0","N",1,2.25,81.75,15,NA,66.75
"2020","10","r","n","BRTE",NA,"0","I",1,NA,81.75,15,NA,66.75
"2020","10","r","n","TRDU",NA,"0",NA,NA,NA,81.75,15,NA,66.75
"2020","10","r","n","BOGR",0,"0","N",1,0,81.75,15,NA,66.75
"2020","10","r","n","CHLE",NA,"0",NA,NA,NA,81.75,15,NA,66.75
"2020","10","r","n","ARLU",0.01,"0","N",0,0,81.75,15,NA,66.75
"2020","10","r","n","GAAR",0,"0","N",0,0.75,81.75,15,NA,66.75
"2020","10","r","n","ACMI",0,"0","N",0,0,81.75,15,NA,66.75
"2020","10","r","n","THFI",0.26,"0","N",0,60,81.75,15,NA,66.75
"2020","10","r","n","RACO",0.01,"0","N",0,1.5,81.75,15,NA,66.75
"2020","10","r","n","POSE",0.16,"0","N",1,1.75,81.75,15,NA,66.75
"2020","10","r","n","SPCO",0.01,"0","N",0,0,81.75,15,NA,66.75
"2020","10","r","n","POPE",0.03,"0","N",0,0,81.75,15,NA,66.75
"2020","10","r","n","HECO",0.31,"0","N",1,0.25,81.75,15,NA,66.75
"2020","10","r","s","HECO",0.31,"0","N",1,0.25,74.5,15,NA,59.5
"2020","10","r","s","POSE",0.16,"0","N",1,1.75,74.5,15,NA,59.5
"2020","10","r","s","ACMI",0,"0","N",0,0,74.5,15,NA,59.5
"2020","10","r","s","BOCU",0.14,"0","N",1,1.75,74.5,15,NA,59.5
"2020","10","r","s","ARLU",0.01,"0","N",0,0.75,74.5,15,NA,59.5
"2020","10","r","s","KOMA",0.01,"0","N",1,0,74.5,15,NA,59.5
"2020","10","r","s","CHLE",NA,"0",NA,NA,NA,74.5,15,NA,59.5
"2020","10","r","s","THFI",0.26,"0","N",0,50,74.5,15,NA,59.5
